question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,subdomain,age_group,pedagogical_subdomain,year,secondary_category,question_id_original,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-preview-09-2025,Latency_gemini-2.5-flash-preview-09-2025,TokensUsed_gemini-2.5-flash-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-preview-09-2025,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium
210,Pedagogy Benchmark Luganda,"Mu kibiina kya tekinologiya mu ssomero lya Middle,omutendera gw'okukola dizaayini eyoobuweereza gukoleddwako. omusomesa yabuuza ebibinja by'emirimu okwolesa okusobola okulaga enkulaakulana mu mutendera guno ogwa pulojekiti. Enkola ya pulojekiti eno,makulu ki agwolesa nga ekibiina mu mutendera gwo okukola dizayini?","Okukolera awamu, nga mulaga obweteefu bw’ekibiina n’obwesigwa okufuna ebiteeso n’endowooza okuva eri banno ku mulimu gwammwe.
","Okwekenneenya obukulu bw'enteekateeka ya ssente ezikozeseddwa okutuusa kati n'okuteekateeka enkyukakyuka ezigenda okusobozesa okutuukiriza ebigendererwa by'omulimu guno.
","Okukola omulimu ogw’omugaso mu kuteesa okw’okulambulula ensonga ez’obuwaze ezaakolebwa mu kutuukiriza omulimu okusinziira ku bigendererwa by’omulimu ogwo.
","Okukubaganya ebirowoozo ku nkulaakulana mu nteekateeka ya serivisi, okufuna endowooza y’ebibiina byonna n’okugattako obulungi obutongole okusinziira ku kiruubirirwa ekyasooka.
",,,,D,Technology,Teaching strategies,Secondary,,,,774,A,1.435652600004687,2283,3,0,C,0.5175595999899087,2282,2,0,D,8.995201900004758,2782,787,768,C,3.4449989999993704,2904,477,620,D,10.391585999997917,2784,388,,D,2.588274000008824,2588,4,0,A,6.304345500000636,3389,1,1116,D,0.4268131999997422,2273,1,,D,55.573623200005386,6192.0,1.0,3919.0,D,3.1286588999792,2082,87,77
211,Pedagogy Benchmark Luganda,"Omukulu w’essomero atunuulidde okweyongera okunene mu kukozesa amazzi era n’ategeeza abasomesa b’essomero ekyo. Omusomesa w’ebyuma ow’ekibiina kya II Medio asalawo okuleeta ekizibu kino eri abayizi be, mu mutwe gw’ekitabo “Okutereeza enkozesa y’ebintu”, nga alina ekigendererwa eky’okunoonya eby’okukola okumalawo ekizibu ekyo. Ku mirimu egiddwa wano, gumu ku guyinza okusobozesa abayizi okuwa eby’okukola okumalawo ekizibu ekyo?
","Nnonyezereza ku byokulabirako eby’engeri endala ez’okukozesaamu amazzi obuvunaanyizibwa mu mbeera z’ebyenjigiriza endala ebisobola okukoppebwa mu ssomero
","Ebiragiro Ekkumi Eby’Okukendeeza n’Okukuuma Enkozesa y’Amazzi mu Ssomero:

1. Tegeka enkola y’okukozesa amazzi mu ssomero lyonna era oginyweze.
2. Londa akakiiko k’abayizi akakwasisa empenda z’okukozesa amazzi mu ngeri entuufu.
3. Longoosezza amazzi agava mu nkuba era ogakozese mu ngeri endala nga okunaabiriza ebinaabiro.
4. Kozesa ebikozesebwa ebiketereza amazzi nga omuliifu ezitakozesa mazzi mangi.
5. Ziba engira zonna ezitonnya mangu ddala.
6. Gamba abantu bonna ku bubaka obw’okukendeeza amazzi nga oyita mu bubaati n’ebitabo by’essomero.
7. Tegeka empaka z’okukendeeza amazzi wakati w’ebibiina by’abayizi.
8. Fundiza ebimera by’oku ssomero mu makya oba akawungeezi okwewala amazzi okwanguwa okukala.
9. Kozesa amazzi agakoleddwa okunaaba engoye okunaabiriza ebinaabiro.
10. Yigiriza abayizi n’abakozi bonna ku bukulu bw’okukuuma amazzi n’engeri y’okukikola.
","Kaweefube ow’okukozesa amazzi obulungi n’engeri obutakikola bwe kiyinza okukosa ensi yonna, era n’omu ssomero, mukulu nnyo. Mukubaganye ebirowoozo ku nsonga eno.
","Kebera engeri amazzi gye gakozesebwa mu bifo eby'enjawulo mu ssomero okusobola okuzuula wekitandise ekizibu.
",,,,D,Technology,Teaching strategies,Secondary,,,,776,A,1.1849946000002092,2607,3,0,B,1.051056600001175,2606,2,0,D,5.111581000004662,2614,339,320,B,5.81025339999178,3024,270,350,D,8.469133599995985,3043,326,,D,2.480886300007114,2948,4,0,D,5.969818199999281,3637,1,1040,A,0.6593099999881815,2597,1,,D,10.676854000019375,3203.0,1.0,606.0,D,6.304125200025737,2443,168,158
212,Pedagogy Benchmark Luganda,"Omusomesa yeetaaga okulonda akakodyo akookusomesa kozesa enkozesa enzibu, ngayesigamye ku bintu ebikozesa amasanyalaze.Ekinene ennyo asuubira abayizi be okuyiga okukozesa ebintu ebyo nga basinzira ku kwekuuma saako naabo abali mukukola. Kyi ekyandisanidde ku milamwa egikuweereddwa ekyandiyambye mu nsoma eno?",Ebigambo ebikulembera,Omusomo ogw'enkaliriza,Ebilabibwaako ebirambike.,Okugonjoola ebizibu,,,,C,Technology,Teaching strategies,Secondary,,,,779,D,1.122669100004714,2076,3,0,B,0.5389843000011751,2075,2,0,D,15.642767500001357,2983,1171,1152,A,8.801204200004577,2624,412,530,C,8.1499940000067,2490,307,,D,2.7168451999896206,2361,4,0,C,4.581177899992326,2805,1,739,C,0.4695497999928193,2066,1,,C,11.51058549998561,2691.0,1.0,625.0,C,2.127319000021089,1872,60,50
213,Pedagogy Benchmark Luganda,Ki ku tekinologiya ono wammanga asobola okulaga omusomesa w'ekibiina eky'okutaano engeri  enkulaakulana ya tekinologiya gy'atuukirizaamu ebyetaago by'abantu?,"Okuvumbula bbaatule ey'obutonde esobola okuddamu okukola amasannyalaze, nga kino kikola ku bwetaavu bw'okutereka amasannyalaze","Okukola jaketi eriko amasannyalaze ga  enjuba(sola) agasobozesa okukola amasannyalaze, nga kino kikola ku bwetaavu bw'okuzza obuggya amasimu","Okutondawo ekyuma ekisobola okuddamu okukozesa empapula z'omu woofiisi ezikozeseddwa ne zifuuka empapula z'ekinaabiro, nga kikola ku bwetaavu bw'okukozesa obulungi eby'obugagga","Okukulaakulanya ebimera ebisobola okufulumya ekitangaala awatali bbugumu, nga kikola ku bwetaavu bw'okukozesa obulungi eby'obugagga",,,,B,Technology,Teaching strategies,Secondary,,,,780,C,2.462082599988207,2197,3,0,D,0.48583079999662,2196,2,0,A,10.160188599998946,2648,723,704,C,12.294812799998908,2804,461,458,D,9.272087100005592,2652,342,,D,2.5144826999894576,2516,4,0,C,6.0480842999968445,3169,1,982,C,0.8981762000039453,2187,1,,B,28.859508700028528,4469.0,1.0,2282.0,B,5.004230899969116,2101,176,166
214,Pedagogy Benchmark Luganda,"Abasomesa b'ebya tekinologiya n'ebya sayansi mu kibiina eky'okutaano bakkiriziganyizza okukolera awamu ku nsonga eno ey'ebya sayansi: okukula kw'ekimera. Okusobola okukola kino, omusomesa wa tekinologiya asabye abayizi be okukola okwanjula okunnyonnyola enkola eno, okusobola okunyweza okumanya kwe bafunye mu sayansi, era n'okwongerezaako, okukola eby'okuyiga eri abayizi b'ekibiina eky'okusatu, abalina okuyiga enkola eno.
Ku bintu bino ebya digito wamanga, kiki ekisinga okuba ekituufu okukozesa okukola okwanjula kuno, okusinziira ku kigendererwa n'omutindo gw'abayizi?","PowerPoint, nga tukozesa ebiwandiike n'ebifaananyi","Movie Maker, okukwata n'okulongoosa vidiyo","AnimatorDV, Okukozesa omukutu gwa AnimatorDV, okukola eby'okulabirako mu ngeri ya Katuuni","Padlet, Okukozesa omukutu gwa Padlet, okufulumya ebintu ebikozesebwa okutegeera enkola.",,,,C,Technology,Teaching strategies,Primary,,,,787,A,1.1534092000074452,2249,3,0,B,0.5092132999998285,2248,2,0,D,10.707989100003031,2868,915,896,D,9.729896100005137,2835,442,607,C,12.442372600009548,2751,391,,C,2.6807967999920947,2554,4,0,C,6.376432399993064,3332,1,1093,C,0.4572292000084417,2239,1,,C,13.90654200001154,3046.0,,808.0,C,3.7131273000268266,2075,122,112
215,Pedagogy Benchmark Luganda,"Abayizi mu kibiina eky’okutaano babadde bakola ku mutwe ogwogera ku kigendererwa ky’okuyiga “Okukola ebintu ebya tekinologiya okugonjoola ebizibu, nga bakebera era nga bakyusa ebintu.” Babadde balina okulonda ebizibu ebitagonjoleddwa mu maka gaabwe era ne balonda ekintu ekimu, nga bwe kikyusiddwa, kiyinza okubigonjoola. Balina okwanjula ebyava mu mulimu gwabwe eri ekibiina okufuna ebirowoozo okuva eri bannaabwe. Mu bigambo bino wammanga, biliwa  ebituukirawo okuteekebwa mu mulamwa gw’okukebera ogukozesebwa abayizi okuwa bannaabwe ebirowoozo ku kutuukiriza ekigendererwa?",Balonda ekintu ekisobola okukola ku bwetaavu obulambuluddwa mu maka. Bawa amagezi ku nkyukakyuka mu kintu ekyo nga bakozesa ebifaananyi oba dayagulaamu.,Balondoola eky’okukola okugonjoola obwetaavu obulabiddwa mu maka. Batuuma era bannyonnyola ebikolwa ebyetaagisa okutereeza ekintu eky’omulembe.,Batuuma era ne bannyonnyola emitendera egyetaagisa okukolebwa okutereeza ekintu ekya tekinologiya. Balonda era ne bannyonnyola engeri egenda okukozesebwa okutereeza ekintu ekyo.,Balondoola ebyo ebivaamu nga tukozesa ebintu byobutonde n'engeri gye bikosa abantu. Balonda ebikozesebwa n'ebyuma ebyetaagisa buli kitundu ky'ekintu kye bagenda okukyusa.,,,,A,Technology,Assessment,Primary,,,,788,C,1.5136395000008631,2368,3,0,C,1.055140299999039,2367,2,0,A,7.061099700003979,2657,595,576,B,6.843903899993165,2948,419,568,C,10.599259700000404,2812,322,,A,2.913588800001889,2706,4,0,A,7.350149100006092,3585,1,1227,B,0.9616970999923068,2358,1,,A,11.792447899992112,3131.0,1.0,773.0,A,7.461947300005704,2283,221,211
216,Pedagogy Benchmark Luganda,"Omusomesa wa pulayimale yalagidde abayizzi be ab'ekibiina eky'okusattu okusoma nga bwebaddamu olugero olumpi olulagibbwa ku lutimbe. Mukusooka, bali bakusoma kinnomu atte mukasirise, oluvanyumma, baatule, nga bagoberera obubonero obwempandika. Kika ki eky'okuyiga ekifuna mu mu bikolwa ebilagiddwa?",Okukuguka mu byensoma,Okuzzamu ammanyi okusoma okw'okutegera,Okwekeneenya enjatula y'ebigambo,Okummanya okusoma okw'obubonero,,,,C,Technology,Student understanding,Secondary,,,,791,B,1.0672023000079207,2081,3,0,B,0.4985207999998238,2080,2,0,D,7.279680799998459,2411,595,576,C,9.986335699999472,2562,338,335,D,11.168314299997292,2557,370,,D,2.5548331000027247,2373,4,0,A,4.286880500003463,2792,1,721,B,1.06602309999289,2071,1,,A,11.812201499997173,2748.0,1.0,677.0,D,2.045425999967847,1873,57,47
217,Pedagogy Benchmark Luganda,Kikolwa ki ku binno ekitambulira awamu nebisomesebwa n'okulowooza okwenjawulo ku ssomo lya tekinologiya ?,"Abayizi banonyereza obukakafuokuva munsonda ezitari zimu ne ku mitimbaganno ku bikwaata ku bwengula  , no'kwawula ku biwakanibwa by'ekileetawo ku bubaka bwe'kinasaayansi obuliwo.","Abayizi bakola olukalala lw'ensonga eziyinza okuba nga zasindikiriza obufere era kyekanyizibwe mu byabulijo, ebyensimbi, nebipimo bya tekinologiya . 

Luganda Question C
Abayizi bakola bateebereza okuba nga boogerezeganya naabanasaayansi abagenda ku mweezi, nebibuuzo nga baagala okumanya ekituufu ku bikwaata ku bwengula. Olyo , nebanonyereza ku byogerwa ba nasayansi ebagenzeeko mu bwengula okuva mu nsonda ezeesigilka","Abayizi bakola bateebereza okuba nga boogerezeganya naabanasaayansi abagenda ku mweezi, nebibuuzo nga baagala okumanya ekituufu ku bikwaata ku bwengula. Olyo , nebanonyereza ku byogerwa ba nasayansi ebagenzeeko mu bwengula okuva mu nsonda ezeesigilka","Abayizi baalaba ebyafaayo "" nti dala omuntu yagendako ku mwezi ?"",ekiragira ddala obukakafu obulabwako nga bwekuusa ku baagenda ku mweezi mu mwaaka gwa 1969. oluvanyuma , bawandiike ekiwandiiko no'kulowooza kwabwe ku bisomesebwa .",,,,A,Technology,Teaching strategies,Secondary,,,,793,A,1.1748102999990806,2351,3,0,C,0.5089598999911686,2350,2,0,A,14.4391617999936,3429,1363,1344,C,4.040110799993272,2809,301,419,C,11.169574400002602,2869,403,,C,2.3492911999928765,2672,4,0,A,6.665752799992333,3450,1,1109,C,0.7773611000011442,2341,1,,A,45.88222889997997,5561.0,1.0,3220.0,A,6.3451828000252135,2323,257,247
218,Pedagogy Benchmark Luganda,"Omusomesa mu kibiina kya P6 ayagala okuyigiriza abayizi be endowooza z’obugulumivu, endabika, n’enteekateeka, basobole okukiikirira ebintu bye bateekateeka mu bifaananyi. Ku bikolwa by’omusomesa bino wammanga, kiki ekiyinza okuyamba abayizi okutegeera enkola y’okukola endowooza ezo?","Saba abayizi balowoole entebe nga ""etengejja"" mu nsonda y'ekisenge era bagimulisize nga kikwatagana butereevu ku bisenge n'ettaka. Laga nti ebisiikirize ebirabika bikwatagana n'endaba . Oluvannyuma, babuuze ebibuuzo bino: ndaba meka eziriwo? Nkwatagana ki elli wakati waazo?","Saba abayizi okukuba obufananyi ku ndabika enkulu ey'ekintu oba ekitundu era balonde ekisiikirize ekituufu ku buli kintu ekyegolodde, okufaanana ezo eziri mu kibiina. Oluvannyuma, balage nti endege ezo ziyitibwa eey'obugulumivu, endege y'enteekateeka, n'endege y'ekifaananyi, ng'ebifaananyi ebisiigiddwa ku buli emu ye ndabika y'obugulumivu.","Nnyonnyola abayizi nti ebifananyi ebiragibwa by’ekintu biyitibwa ndaba, kubanga buli kifaananyi ekiragibwa kifaananira ddala endaba gye twandibadde nayo ku kintu ekyo singa tukitunuulira nga tuli wala nnyo, nga tukozesa lensi ey’amaanyi ennyo, mu bwangu bw’emisaana egiraga.","Buuza abayizi: Ekintu kirina endabaazi mmeka? Endabaazi mmeka ku zino ze twetaaga okukiikirira ekintu? Oluvannyuma, nnyonnyola nti byonna bisinga kwesigama ku kifo ekintu we kiri okutunuulira ennyanguyirizi ezisiiga ebifaananyi, era nti mu nkola ekintu kirina okuteekebwa mu kifo eky’engeri eyo nti obwenyi bwakyo obusinga obungi buba bugendagana oba butunuulidde ennyanguyirizi ezo.",,,,A,Technology,Teaching strategies,Primary,,,,794,A,1.5338291999942155,2501,3,0,B,0.5452412999875378,2500,2,0,B,9.001213499999722,3055,851,832,D,9.144772400002694,3094,403,538,A,11.768048100013402,3062,426,,D,2.630457799998112,2861,4,0,A,7.585246799993911,3896,1,1405,B,0.9982267000013962,2491,1,,A,11.30330969998613,3174.0,,684.0,A,6.29255730001023,2423,219,209
219,Pedagogy Benchmark Luganda,"Mu kwogera na abayizi mu mutendera gwe ekibiina eky'omunaana, ku nsonga ekwata ku nkosa  y'ebigonjoola ebizibu bya tekinologiya era omusomesa ayanjula endowooza y'okuteekateeka okukaddiwa (PO), okunnyonyola ku buvune obuva mu kwegeranyizibwa kw'ebikozesebwa by'amateeka ga tekinologiya. Nga boogera ku ngeri y'okukwatamu ekintu ekisuubirwa okubeerawo, abayizi balaga okubuusabuusa kwabwe era bawa endowooza zaabwe ku butya bwe kiyinza okuba ekizibu okuzza emabega omuze gwa okutwalira awamu ogw'okufulumya n'okutunda mu bungi. Mu nyinnyonyola z'omusomesa wammanga eriwa eyandigonjodde obweralirikivu bwa bayizi era n'enkulaakulanya obukugu obusuubirwa okukuzibwa mu ssomo","“Mazima ddala, ekintu kya PO kitulaga nti enkulaakulana y’ebyuma erina obubi bwayo ku mitendera egy’enjawulo era tekiyinza kulowoozebwa ng’ekintu kirungi kyokka nga tetubuuza bibuuzo, oba tujja kuba tuleeta okwonooneka kw’obutonde obutalikyuka.”
","“Okuva kino bwe kizibu ky’ensi yonna, kyeyoleka bulungi nti obweteefu bw’amawanga gonna bwetaagisa okukigonjoola; n’olwekyo, tuteekwa okussaayo omwoyo ku nkiiko ez’enjawulo ezibaawo ezinaatusobozesa okukola endagaano ku mutendera gw’ensi yonna.”
","""Akatale tekakola kokka, kaddamu eri ebyetaago by'abaguzi, era ekizibu kino kiraga nti tulina okwekenneenya n'okuddamu okwetegereza empisa zaffe ez'okukozesa ebintu okulaba engeri gye twenyigiramu mu muzingo guno omubi n'engeri gye tusobola okugukyusaamu.""
","""N'olwekyo obukulu bw'ebibiina okubeera abakulembeza enkyukakyuka, ng'ebibiina by'abantu abalwanirira eddembe bwe bikola nga byolesa obuzibu buno eri abantu bonna, abakulembeze balyoke bakole ekintu, ng'ekyokulabirako ekibiina kya SOP (Awataaliiwo Kukaddiwa Kutegekeddwa).""
",,,,C,Technology,Teaching strategies,Secondary,,,,795,A,1.6715426000009757,2558,3,0,B,1.0551033000083407,2557,2,0,A,14.16374230000656,3539,1299,1280,C,7.135250699997414,3299,566,783,C,9.07589320000261,2985,285,,C,3.140836599995964,2928,4,0,C,6.9268200999940746,3877,1,1329,C,0.583293000003323,2548,1,,C,10.263028500019573,3058.0,1.0,510.0,C,3.9477537000202574,2372,132,122
220,Pedagogy Benchmark Luganda,"Omusomesa wa pulayimale yalagidde abayizzi be ab'ekibiina eky'okusattu okusoma nga bwebaddamu olugero olumpi olulagibbwa ku lutimbe. Mukusooka, bali bakusoma kinnomu atte mukasirise, oluvanyumma, baatule, nga bagoberera obubonero obwempandika. Kika ki eky'okuyiga ekifuna mu mu bikolwa ebilagiddwa?",Okukuguka mu byensoma,Okuzzamu ammanyi okusoma okw'okutegera,Okwekeneenya enjatula y'ebigambo,Okummanya okusoma okw'obubonero,,,,C,Technology,Assessment,Secondary,,,,797,B,2.565410499999416,2081,3,0,B,1.0204979999980424,2080,2,0,D,8.937058600000455,2603,787,768,B,17.60696520000056,2838,613,720,D,10.481460199996944,2551,364,,D,2.9899268000008306,2373,4,0,A,3.5517187000077683,2646,1,575,B,1.0728105000016512,2071,1,,A,11.37754680000944,2748.0,1.0,677.0,D,7.0888804999995045,2018,202,192
221,Pedagogy Benchmark Luganda,"Abayizi ba siniya baali mu nteekateeka yo okukola pulojekiti yaabwe. Era okutuukiriza enteekateeka yaabwe, omusomesa asalawo okubayamba okuyiga engeri y'okukola  ebifanaanyi bya PERT, nga balina okutandika enkolagana ezeetengeredde  mu mirimu okusobola okussa mu nkola pulojekiti yaabwe. Ku nkomerero y'okusomesa mu kibiina omusomesa asalawo okwekkeneenya entegeera ya bayizi ku bifanaanyi wamu no omugaso gwabyo okutereza enteekateeka y'okusoma okunaddako mu kibiina okusinziira ebinaaba biddiddwamu. Ku bikozesebwa bino wammanga kiki ekisoboseza omusomesa okukungannya amangu eri mu ngeri entuufu amawulire agakwata ku kutegeera kw'abayizi n'omugaso gw'ebifanaanyi bya PERT?","Omuko ogw’okwekebejja omuntu ku muntu, abayizi mwe babuuliriziganya nti, “Engeri y’okuzimbamu ekibalangulo kya PERT,” ate oluvannyuma ne bakolera awamu okutereeza eby’okuddamu byabwe
","Tiketi y’okuva, ng’esaba abayizi okulaga ebintu bisatu bye bayize mu kibiina n’ebibuuzo bibiri bye bakyali nabyo ku bikwata ku dayagulaamu za PERT n’omugaso gwazo.
","Omutindo ogw'okubaza okutegeera, nga gutondeka abayizi mu bibinja okusinziira ku mutendera gw'okutegeera kwabwe okwesigamiziddwa ku by'addamu byabwe ku kibuuzo: “Ekibalanguzi kya PERT kye ki?”
","Akakodyo k’okubuuza abayizi okuddamu bye bayize ku kikwaatiriro kya PERT n’ekigendererwa kyakyo, okusinziira ku mitendera gino: “Nkimanyi bulungi; mmanyi, naye sisobola kukinyonnyola; era simanyi.”
",,,,B,Technology,Assessment,Secondary,,,,798,B,1.531202899990603,2444,3,0,B,0.53718050000316,2443,2,0,B,8.067776600000798,2876,723,704,C,6.217517400000361,3005,398,492,D,14.946500300007756,2969,397,,B,2.1642589999974007,2787,4,0,B,6.301255800004583,3588,1,1154,B,0.4627927999972598,2434,1,,B,12.678908200003209,3222.0,1.0,788.0,B,3.182376699987799,2219,66,56
222,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’okubiri mu siniya alina enteekateeka y’okuyigiriza ey’ekigendererwa “Okulaga embeera ez’enjawulo eziva mu nkulaakulana y’tekinologiya aliwo kati, ezireetawo enkyukakyuka ennungi oba embi mu bulamu bw’omuntu, mu mbeera z’abantu, obutonde bw’ensi, amateeka, ebyenfuna, oba mu bintu ebirala.” Ku somo erisooka, bagenda kwetegereza ekigendererwa kino: “Okuteebereza ebiriva mu nkulaakulana y’ebyuma ezaayita.”
Ku mirimu gino wamanga, mirimu ki ogusobola okuyamba omusomesa okutuukiriza ekigendererwa ky’agenda okukolerako mu somo erisooka?","Laga abayizi vidiyo eraga engeri ebintu eby'obuyiiye n'enkulakulana ez'ebika bya tekinologiya , ebimu ku bitusuuseewo ku nsi, oluvannyuma obasabe okulaga ebyo ebikoze bubi okusinga.","Nyonyola abayizi ku  bilungi n'ebibi by'akabonero ka kampasi (compass) , oluvannyuma obasabe okunoonyereza ku bintu ebirala ebitaddewo embeera okusinziira ku kino.",Laga abayizi vidiyo ekwata ku kyuma ekikozesa omukka n’engeri gye kyakyukaamu ne kireetawo ebiyiye ebipya. Oluvannyuma obabuulire okwogera ku bintu ebyaleetebwawo okukula kwakyo okw’eddaala ku ddaala.,"Laga abayizi engeri ekintu kya teekinologiya gye kyatondebwawo, gamba nga telegulaafu(telegraph), n’engeri gye kikosezzaamu embeera z’abantu mu kiseera kino. Oluvannyuma, basabe okumaliliza ekyaati nga balaga emiganyulo n’obubi bwabyo.",,,,C,Technology,Teaching strategies,Secondary,,,,802,C,1.2494181000074605,2422,3,0,B,0.6407802000030642,2421,2,0,D,22.995698399987305,4448,2323,2304,A,10.093478599999798,2905,314,439,C,15.199390499998117,2964,408,,D,2.3556590999942277,2763,4,0,C,7.059423800004879,3677,1,1265,D,0.7266896000073757,2412,1,,C,23.331811900017783,3810.0,1.0,1398.0,D,6.280888500041328,2336,211,201
223,Pedagogy Benchmark Luganda,"Mu bigere by'ebyokulabirako bino wammanga ebiraga okuddamu okukozesa n'okuddamu okukola ebipya, kiki ekisobola okuyamba abayizi okwawula enjawulo wakati w'emiramwa gino?","Kola ebintu ebirabika ng’ebisaanawo, gamba ng’okukola ekintu ekiwanirirwako ekalaamu okuva mu kasanduuko k’ebidomola, era olongoose ekintu, gamba ng’okufuula eccupa y’ebidomola okuba eky’okufukirira.","Kozesa empapula ku njuyi zombi era oziteeke mu bifo ebirongooseddwa mu kitundu, era ojje n'ensawo yo mu supamaketi(dduuka), oleme kwetaaga ndala.","Kola ebijimusa by'ebimera okuva mu bintu ebisigalawo ng'ebikuta by'ebibala n'ebivaavava(enva endiirwa), era kozesa ebyuma mu bujjuvu ng'okozesa omuwendo gwabyo ogusingayo","Bbugumya era ogolole endabirwamu okukola endabirwamu oba ebimuli, n'okuwa abantu engoye ezitakozesebwa.",,,,D,Technology,Teaching strategies,Secondary,,,,806,A,1.0303787000011653,2229,3,0,B,1.0361290000000736,2228,2,0,B,8.165684699997655,2735,787,768,B,6.800697300001048,2920,545,723,B,9.253607299993746,2603,260,,A,2.5412494000047445,2530,4,0,D,6.658620299989707,3441,1,1222,A,0.9022355999913998,2219,1,,D,19.12125939998077,3530.0,1.0,1311.0,D,5.429152800003067,2159,211,201
224,Pedagogy Benchmark Luganda,Omusomesa ku mutendera ogw'omunaana agenda kutandika pulojekiti n'abayizi be n'ekiruubirwa eky'okuwaayo obuweereza obugendereddemu abakadde mu maka nga bayambibwa essomero. Mu mutendera guno betaaga okukunganya ensonga ku batuuze ku maka gaabwe wamu n'ebyetaago byabwe. Ku mirimu egiweereddwa wammanga guliwa ogunasobozesa abayizi okuzuula ebyetaago bya buli kibinja kya bantu?,"Zimba omuti gw'ebizibu okuzuula embeera embi, ng'olaga ebintu ebigiviiriddeko n'ebigivaamu.
","Gerageranya engeri ez’enjawulo ez’okukung’aanyizaamu amawulire, gamba ng’ebibuuzo n’okuyita mu kubuuza abantu, era olambike emigaso gyabyo n’obubi bwabyo.
","Noonyereza ku mukutu gwa SWOT era okomekkereze omulagirizi ku nsonga, ng'olaga amaanyi, emikisa, obunafu, n'ebintiisa.
","Lowooza ku bizibu ebiyinza okuba nga bibakosa, oluvannyuma nonde engeri z’okukungaanya amawulire.
",,,,A,Technology,Teaching strategies,Secondary,,,,808,B,1.5400969999900551,2233,3,0,B,0.4753863999940222,2232,2,0,B,6.445807299998705,2544,595,576,B,12.99207920000481,2818,438,587,B,10.15137710000272,2670,332,,B,2.763700600000448,2552,4,0,B,6.160579000003054,3225,1,1002,B,0.949436399998376,2223,1,,D,14.830051299999468,3239.0,,1017.0,B,3.2685589999891818,2039,90,80
225,Pedagogy Benchmark Luganda,"Omusomesa wa pulayimale yalagidde abayizzi be ab'ekibiina eky'okusattu okusoma nga bwebaddamu olugero olumpi olulagibbwa ku lutimbe. Mukusooka, bali bakusoma kinnomu atte mukasirise, oluvanyumma, baatule, nga bagoberera obubonero obwempandika. Kika ki eky'okuyiga ekifuna mu mu bikolwa ebilagiddwa?",Okukuguka mu byensoma,Okuzzamu ammanyi okusoma okw'okutegera,Okwekeneenya enjatula y'ebigambo,Okummanya okusoma okw'obubonero,,,,D,Technology,Teaching strategies,Secondary,,,,809,B,1.4638445000018692,2081,3,0,B,0.9829336999973748,2080,2,0,D,5.804053500003647,2219,403,384,A,18.0190442000021,2821,596,695,D,8.546974199998658,2458,271,,D,2.628466499998467,2373,4,0,A,4.605338900000788,2792,1,721,B,1.0705085999943549,2071,1,,A,11.281781299971044,2748.0,1.0,677.0,D,3.5388650000095367,1894,78,68
