question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,pedagogical_subdomain,age_group,year,secondary_category,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium,pred_gemini-3-flash-preview,Latency_gemini-3-flash-preview,TokensUsed_gemini-3-flash-preview,TokensUsedCompletion_gemini-3-flash-preview,TokensUsedReasoning_gemini-3-flash-preview
868,Pedagogy Benchmark Luganda,"Mu ngeri ki ekkubo ly'okusiiga ebifaananyi erya ""schematic stage"" lye lirambululwa mu ngeri ennungi?
","Mu bifaananyi mulimu endowooza entuukirivu ku nkula, enkolagana wakati w’ebintu n’ebiragala byabyo, era n’ebikolwa birimu.
","Omuntu awoleka ng’akamira, ebintu ebimanyisa omuntu bitandika okweyoleka, era n’ebintu ebitali bimu biteekebwa wamu.
","Waliwo ekifaananyi ekikulu ate ebanga lyonna ly’ebyetoolodde ekifaananyi kino, ebintu ebirala byeyungaanyunga okukyetooloola.
","Ebikolwa bigendereke, mulimu okukiikirira, naye tewali kakwate kanene wakati w'ebintu n'ebiragala byabyo.
",,,,A,General,Education theories,"Pre-primary, Primary",2018,,A,1.6368759000033606,964,3,0,A,0.4809421999962069,963,2,0,B,8.315487700005178,1472,659,640,A,8.836323600000469,1429,434,431,C,6.177783099992666,1265,276,,B,2.306324799996218,1052,4,0,A,0.9784502000111388,954,1,,A,9.947743900003845,1722,1.0,768,A,4.705552600033116,958,145,134,A,11.70296049999888,2884,,1931
869,Pedagogy Benchmark Luganda,"Soma embeera eno wammanga:
Omusomesa alina ekigendererwa ekyongera okweyoleka kw'eby'obuyiiya ng'ayita mu kukulakulanya obukugu bw'abaana mu kinyenya mu kibinja kye eky'abaana abato.
Ku mirimu egiddwa wammanga, mulimu ki ogusinga okuba omutuufu okutuukiriza ekigendererwa kye?
","Okukuba ekifaananyi ng'otunuulira ebifo eby'enjawulo eby'obutonde
","Okuyimba ennyimba ez'enjawulo nga tukuba ebivuga okukwata oluyimba.
","Okuzina ng'ogoberera entindo y'omuziki ate era ng'otereeza emisinde gy'omubiri n'omukka gw'ossa.
","Okukola akakonge nga weekozesa empapula ez’ebiragala eby’enjawulo, obukulu n’emikutu.
",,,,C,General,Teaching strategies,Pre-primary,2018,,C,1.4722019000037108,987,3,0,D,1.1883802999946056,986,2,0,D,5.187361799995415,1170,339,320,B,8.242737199994735,1297,295,416,D,7.155500200009556,1333,331,,C,3.743026500000269,1075,4,0,C,0.8199849999946309,977,1,,C,8.556210999959148,1537,1.0,560,D,4.834125299996231,1002,171,161,C,3.084784300008323,1418,1.0,441
870,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’okuna ng’ali n’abayizi be ku ddembe ly’abaana abalaga embeera eno: “Anita yakubwa omutwe ennyo bwe yagwa okuva ku siriidi ng’azannya ne banne mu luggya lw’essomero. Oluvannyuma lw’akabenje, Anita yatwalibwa mangu omusomesa we mu ddwaaliro, gy’afunira obujjanjabi obwetaagisa.” Oluvannyuma, omusomesa asaba abayizi okutegeera eddembe Anita ly’akozesa mu mbeera eyo era oluvannyuma, okuleeta embeera endala omutwalirwa eddembe lye limu. Ku biraga ebiri wammanga, kiraga ki ekikulu okukebereza okuyiga kw’abayizi mu mulimu ogwo omusomesa gw’aleese?
","Balaga eddembe enkulu ery'abaana.
","Balaga eby'obuyinza bye bakozesa mu bulamu bwabwe obwa bulijjo nga bakozesa eby'okulabirako ebifaako.
","Bakola endowooza ku bukulu bw’okukola dduyiro n’okukuuma eddembe lyabwe
","Bategeera ebiseera ebyo eddembe ly'abaana we lityoboolerwa.
",,,,B,General,Assessment,Primary,2019,,B,0.7223018000076991,1076,3,0,B,0.5154007999954047,1075,2,0,D,8.112408500004676,1649,723,704,B,4.833718699999736,1498,408,512,B,7.693067200001678,1439,342,,D,3.650145000006887,1174,4,0,B,1.054680900007952,1066,1,,B,12.162430799973665,1890,1.0,824,B,6.166161900036968,1107,181,171,B,4.08831019999343,1662,1.0,596
871,Pedagogy Benchmark Luganda,"Omusomesa ategeka omulimu omuli abalenzi n’abawala mu kibinja kye mwe banaakyalirwa ekibiina ekisooka okuva mu ssomero. Bwe banaatuuka, buli mwana owa pulayimale anaatuula ku lusegere lw’omwana ow’ekibiina ekisooka, era bakubirizibwa okumanyigana nga bayita mu kwogera. Oluvannyuma, bajja kukola omukono ogw’okusiiga awamu era bafulume mu luggya okugabana emizannyo. Mu nkomerero, bajja kwogera mu kibinja ekinene ku byo bye bayiseemu awamu. Mu nsonga z’obuyigiriza eziddirira, nsonga ki ey’obuyigiriza ekulizibwaamu nnyo mu bumanyirivu buno obw’okuyiga?
","Obumu
","Omukwano
","Amakulu
","Okuyitimusa
",,,,B,General,Teaching strategies,"Pre-primary, Primary",2019,,A,1.2779126000095855,983,3,0,B,0.4686852000013459,982,2,0,A,5.70786950000911,1296,467,448,D,11.023240800001076,1429,433,530,B,6.6897128999989945,1289,292,,B,2.7504199000104563,1060,4,0,A,0.9272869999986142,973,1,,D,73.29424590000417,6462,,5490,B,2.8355745999724604,913,84,74,B,9.58456620000652,2431,1.0,1458
872,Pedagogy Benchmark Luganda,"Omusomesa, mu kiseera kyonna ng’ali mu nsisinkano y’ekibiina, ayita abalenzi n’abawala okujjukira ekintu kye baatuukirizza mu bbanga lino eddene. Okusobola okukola eky’okulabirako, abagamba nti agenda mu masomo ga yoga era nti n’amaanyi mangi yasobodde okukola ekifo ky’empologoma. Omuwala agamba nti yasobodde okubuuka n’ebigere byombi awamu, omulenzi alaga nti yasobodde okuziba eriiso limu. Mu mbeera ennyonnyoddwa, kintu ki ku nsonga z’obwetwaze ekolebwako?
","Okusaasira omuntu ng'okitegeera era ng'owulira eky'omuluma.
","Obwesige
","Okwefuga
","Obumu bw’okubeera mu kifo
",,,,B,General,Teaching strategies,"Pre-primary, Primary",2019,,A,1.3516214999981455,973,3,0,B,1.0300271000014618,972,2,0,B,24.757225000008475,2952,2131,2112,A,8.35952849999012,1357,363,416,D,6.786882100001094,1327,340,,C,2.210777300002519,1056,4,0,B,1.034311000010348,963,1,,C,77.3252309000236,6385,320.0,5103,B,3.0794654000201263,891,70,60,C,22.050512599991634,4483,1.0,3520
873,Pedagogy Benchmark Luganda,"Andrea ne Jacinta bazannya mu kasenge k'okuzimba, nga bavuganya okuzimba omunaala omuwanvu ennyo nga bakozesa bbulooka. Andrea akiraba nti omunaala gwa mukwano gwe muwanvu okumusinga, n'olwekyo asuulawo bbulooka okugugwaanya, n'atuukiriza ekigendererwa kye. Oluvannyuma, Jacinta asunguwala n'asuulawo bbulooka ku mutwe gwe. Omusomesa, ng'akiraba obutakkaanya, yanguwa okutuuka okwogera nabo era asalawo okukozesa omutendera gw'obulamuzi mu by'enjigiriza. Nga twekenneereza embeera eyo waggulu n'omutendera ogwogeddwa, mutendera ki ogusooka omusomesa gw'asaanidde okukozesa?
","Nnyonnyola enkaayana.
","Wa wano wendiŋŋanire?
","Leeza etteeka
","Zzimba obutabalagana bwe bwali
",,,,D,General,Classroom management,"Pre-primary, Primary",2019,,A,0.6008138000033796,1006,3,0,D,0.4956065000005765,1005,2,0,B,8.640853899996728,1513,659,640,D,3.0035285000049043,1251,214,239,A,6.815730100002838,1371,344,,A,2.141350500009139,1102,4,0,B,0.9610837999935028,996,1,,A,32.97674959996948,3400,1.0,2404,A,5.108744700031821,1033,179,169,B,8.815994300006423,2322,1.0,1326
874,Pedagogy Benchmark Luganda,"Okusinziira ku muzannyo ng’ekikolwa eky’omubiri ekitegekeddwa, myaka ki omuntu weetaaga okutuukiriza ekimu ku bintu ebikulu eby’omuzannyo, nga kino kiba kwenyigira ng’omuntu kinnoomu okusinga okukolera awamu?
","myaka 6
","Emyaka 8
","Emyaka 10
","Emyaka 12
",,,,A,General,Education theories,All,2019,,C,1.4189299999998184,858,3,0,D,0.4569922999944538,857,2,0,A,6.1730020999966655,1181,467,448,B,14.777202700002816,1506,638,704,A,6.651442100002896,1187,323,,D,2.2935257000062848,917,4,0,B,0.9405247000104282,848,1,,A,44.463529200002085,3797,2.0,2948,C,4.882030499982648,913,199,189,A,10.081859500001883,2345,1.0,1497
875,Pedagogy Benchmark Luganda,"Mu bawandiisi abanoonyereza ku nkulaakulana y’ebinywa, ani ku bo ng’ayogera ku nkulaakulana y’omubiri mu bitundu bina okuva ku mubiri ogukolerawo ebintu okutuuka ku mubiri ogukiikirira okuva ku myaka 0 okutuuka ku 12?
","Piaget
","Le Boulch
","Wallon
","Gallahue
",,,,B,General,Education theories,All,2019,,D,1.4740421999886166,841,3,0,C,0.4573732999997446,840,2,0,D,6.694242399986251,1177,468,448,D,1.6461812000052305,1165,303,336,B,5.737688499997603,1133,274,,B,2.3377951000002213,917,4,0,D,0.8995174000010593,831,1,,B,10.666410900012124,1502,1.0,671,B,3.4677188000059687,897,188,178,B,3.6893661999783935,1384,1.0,553
876,Pedagogy Benchmark Luganda,"Ku ndagaano ezi zino wammanga, eruwa ekwatagana n’ensonga enkulu mu nnono z’okuyiga eza Piaget ne Vygotsky?
","Enkola entondeke y'endowooza z'abaana
","Olulimi ng’ekintu ekikulu mu nkulaakulana y’obwongo.
","Obukulu bw'ebikozesebwa eby'obuwangwa mu nkulaakulana
","Okuteekawo embeera ennungi ng’ekyetaago ekikulu mu kuteekateeka emirimu gy’okuyiga
",,,,A,General,Education theories,All,2019,,D,0.7479667000006884,885,3,0,B,0.4596955000015441,884,2,0,D,8.743968399998266,1276,531,512,D,64.94815709999239,1677,775,927,B,5.513258699997095,1179,279,,B,2.7038656000077026,960,4,0,B,0.8289565000013681,875,1,,A,10.473463400034234,1547,1.0,672,A,6.348605000006501,995,250,240,D,15.347716099990066,3113,1.0,2238
877,Pedagogy Benchmark Luganda,"Nga twekenneereza ku nkulaakulana y’obwongo, njawulo ki ezilabika wakati w’ebyo Piaget bye yateesa n’ebyo Vygotsky bye yateesa?
","Ku Piaget, kisinziira ku mutendera omuntu mw'ali; ate ku Vygotsky, kisinziira ku kitundu eky'enkulakulana ekiri okumpi.
","Okusinziira ku Piaget, kisinziira ku ngeri omuntu gy’akwatamu ebintu ebipya n’engeri gy’akyusaamu endowooza ze; ate ku Vygotsky, kisinziira ku ngeri omuntu gy’ayambibwamu okuyiga.
","Okusinziira ku Piaget, kisinziira ku mitendera gy'ebikolwa omuntu by'asobola okukola; ate okusinziira ku Vygotsky, kisinziira ku kubaawo oba obutabaawo bw'omuyigiriza oba omukulembeze.
","Ku Piaget, kisinziira ku ngeri ebiseera by’okukulaakulana ebitali bimu gye bisingulwa; ate ku Vygotsky, kisinziira ku buzibu omulimu bwe gulina okugonjoolwa.
",,,,A,General,Education theories,All,2019,,B,0.5968951999966521,1045,3,0,B,0.5201826000120491,1044,2,0,A,9.256331199998383,1682,787,768,A,14.32436559999769,1624,551,656,B,6.715476699988358,1427,351,,B,2.4731497000029776,1138,4,0,B,0.7823703000030946,1035,1,,A,11.355863100034185,1740,1.0,705,A,5.116146299988031,1076,181,171,A,5.814726200012956,1913,1.0,878
878,Pedagogy Benchmark Luganda,"Mu butonde bw’endowooza ng’enkola z’okugonjoola ebizibu, ku bikolwa bino wammanga, kiki ekikwatagana n’okukozesa endowooza eyawukana?
","Kebera engeri ez’enjawulo ez’okukolamu ebintu okusinziira ku kiruubirirwa.
","Noonya engeri ez’enjawulo ez’okuddamu n’okukolamu ebintu.
","Noonya eky'okuddamu ekikakafu mu kintu ekitamanyiddwa.
","Kola omweso okukozesa enkola y'okugonjoola ebizibu mu bifo ebizibu.
",,,,B,General,Education theories,All,2019,,A,0.597575699997833,911,3,0,A,0.6121369000029517,910,2,0,B,6.679400799999712,1362,595,576,B,3.788799600006314,1488,561,622,B,5.005548000000999,1213,282,,B,2.451430800007074,984,4,0,A,0.8997608000063337,901,1,,B,12.90007799997693,1658,1.0,757,B,2.1928430999978445,834,67,57,B,3.1086455000040587,1384,1.0,483
879,Pedagogy Benchmark Luganda,"Mu nnyingo eziddiring'ana, ennyingo ki ey'obwongo esinga okukwatagana n'endowooza ya Gardner ey'amagezi amangi?
","Obwongo bwe busobozi bw’okutondekawo ebintu eby’omugaso mu nnono emu oba okusingawo.
","Obwongo buba buwandiisi bw’okulaga obusobozi obw’enjawulo okugonjoola ebizibu.
","Obwongo bwe bungi bw’abantu kwe batambulizaamu n’okutegeera enneewulira zaabwe bo n’ez’abalala.
","Obwongo bwe busobozi bw’okwekulembera okusobola okukulaakulanya pulojekiti z’omuntu ku lulwe mu mbeera z’obuntu ezizibu era ezisoomooza.
",,,,A,General,Education theories,All,2019,,A,0.7633566000004066,954,3,0,A,0.4705041999986861,953,2,0,A,5.079935999994632,1196,403,384,C,11.142018400001689,1690,723,920,C,9.10800009999366,1515,550,,B,2.7311673000076557,1037,4,0,D,1.0794233000051463,944,1,,A,9.143856599985156,1556,1.0,612,A,4.055760700022802,944,151,141,A,4.324800200003665,1692,1.0,748
880,Pedagogy Benchmark Luganda,"Mu birowoozo bino ebikulu, kiki ekiraga omukwano ogw’amazima wakati w’enkulakulana y’omukwano n’emikwano gy’omu maaso; okusinziira ku Bowlby's theory?
","Abantu abakulaakulanya enkolagana ey’okwegattako n’omulabirizi atali maama omuzaazi tebasinga kuteekawo nkolagana za bwesige.
","Abantu abalabirirwa abalabirizi abakyusa obungi bw’obujjanjabi bwe bawa mu myaka egy’obuto balaga okukulaakulana okw’amaanyi mu bwetwaze bw’enneewulira.
","Abantu ababa n’abantu be banyumattira nabo nga bakyali bato bayinza okutandikawo emikwano emirungi egibatereeza naye batera okukula nga tebeesiga bantu.
","Abantu abataakulaakulanya mukwano mu myaka egyasooka mu bulamu balaga omutindo ogw’okunoonya obuyambi n’okubeera okumpi, wamu n’okwolesa enneewulira, ka zibeere nnungi oba mbi.
",,,,C,General,Education theories,All,2019,,D,1.3734147999930428,1038,3,0,B,1.000839200001792,1037,2,0,D,17.73193110000284,2815,1942,1920,A,5.47452049999265,1373,306,426,D,7.02249020000454,1452,388,,D,2.601144699990982,1135,4,0,C,0.8830041999899549,1028,1,,D,41.57956189999823,3992,1.0,2964,C,22.91821119998349,1853,980,970,D,15.045594400027769,3469,1.0,2441
881,Pedagogy Benchmark Luganda,"Kiki ekisinga obukulu okukozesa okumanya obulamu bw’omutwe okusinziira ku ndowooza y’ebyembeera z’abantu n’entabaganya?
","Obubonero bw'obulwadde bw'obwongo
","Okutegeera obusobozi bw’omuntu bwe ku lulwe mu nsi.
","Enneeyisa y’omuntu ng’ekyuka okusinzira ku mbeera.
","embeera n’obwetoloole ebikola obulamu bw’omuntu.
",,,,D,General,Education theories,All,2019,,C,0.9209086999908322,880,3,0,C,0.7454552999988664,879,2,0,D,3.616817499991157,1009,275,256,B,8.06735870000557,1414,524,605,D,5.933177099999739,1233,344,,D,3.2370341999921948,950,4,0,D,0.8756480000010924,870,1,,D,10.161667100037448,1506,1.0,636,D,2.716126399987843,824,90,80,D,4.062914300011471,1507,1.0,637
882,Pedagogy Benchmark Luganda,"Soma embeera eno:
Omulenzi ow’emyaka esatu akaaba ng’ennyina tazze kumutwala ku ssaawa eya bulijjo, newankubadde omusomesa amugambye nti yamukubidde essimu era agenda kujja mangu.
Okusinziira ku nkola ya bulijjo n’obulamu obwa bulijjo bw’omwana, kino kiyinza kutwalibwa ng’empisa etali ya bulijjo okusinziira ku kyakulabirako ki?
","Eky'okukebera
","Omubalirizo gw'omubiri ogw'omunda
","Eby'embeera z'abantu n'ennono zaabwe
","Empirical-ekibalangulo
",,,,B,General,Education theories,Pre-primary,2019,,A,0.6345360000123037,924,3,0,C,1.3863872999936575,923,2,0,A,8.2907481000002,1375,595,576,A,12.848270500006038,1261,324,321,C,6.323999899992487,1280,338,,C,2.137441500002751,1004,4,0,C,1.001544800004922,914,1,,D,181.98319500003709,15186,421.0,13852,C,8.228387900046073,1086,306,296,D,16.194011100014905,3287,1.0,2373
883,Pedagogy Benchmark Luganda,"Okusinziira ku nkulaakulana y’empisa eya Kohlberg, kiki abantu abamaliriza enkulaakulana yaabwe ku mutendera ogw’oluvannyuma lw’omukolo kye basobola okukola?
","Okumanya abalala n'okukwatirwa abalala ekisa.
","Okutegeera n’okwenyigira mu bintu byonna eby’omugaso eri abantu bonna.
","Okutegeera nti empisa zikyuka era n'olondawo zo.
","Okutegeera nti waliwo emitindo egyassibwawo era n’okukulaakulanya okwagala okugigoberera
",,,,B,General,Education theories,All,2019,,B,1.661738200011314,910,3,0,C,0.5422298000048613,909,2,0,B,5.679006999998819,1291,531,512,A,5.188031500001671,1199,271,344,D,5.738201799991657,1233,307,,B,3.162215100004687,988,4,0,C,0.9950914999935776,900,1,,B,23.73161469999468,2489,1.0,1589,B,4.81253660004586,908,148,138,C,17.831615799979772,3848,1.0,2948
884,Pedagogy Benchmark Luganda,"Enkola eno yakozesebwa nnyo mu kusomesa abaana abato nga bayita mu kunoonyereza ku bintu eby’enjawulo ebyakolebwa abantu abakulu nga bakozesa ebintu eby’enjawulo gamba ng’ebyawandiikidwa, ebifaananyi, ne vidiyo. Abaana nabo beenyigira mu kunoonyereza kuno nga boogera ku byo baagala, enkaayana zaabwe, ebyabatuukako, n’embeera endala nnyingi eziyinza okuyambako okusalawo ku nsonga z’okusomesa era nga kiyamba okukulaakulanya engeri zaabwe.
Nteekateeka y’ebisomesebwa ki eyogerwako mu mutundu ogwo waggulu?
","Waldorf
","Omutendera ogwa High Scope
","Montessori
","Reggio Emilia
",,,,D,General,Education theories,Pre-primary,2020,,D,0.7805580999993253,960,3,0,C,0.6079977999906987,959,2,0,D,1.546261899988167,890,83,64,D,5.549195100000361,1302,321,416,D,5.234030299994629,1261,282,,D,2.3075851000030525,1045,4,0,D,1.0186929000046805,950,1,,D,14.57326680002734,1813,1.0,863,D,2.679256899980828,891,84,74,D,4.090145499998471,1578,1.0,628
885,Pedagogy Benchmark Luganda,"Okusinziira ku Piaget, muganyulo ki ogw'omuzannyo ogw'akabonero mu nkulaakulana y'ebirowoozo by'omwana?
","Kizingiramu, okuyita mu kikolwa, okukulaakulanya obusobozi okwetoloola obutonde, n'okunyweza obukugu bwabwe mu by'emotoka.
","Kikwata ku, okuyita mu kutuuma ebintu waggulu ku birala, okukulaakulanya endowooza z’obubangirivu, ekireetawo n’ekivaamu, n’okutegeera obuwangwa bw’ebintu.
","Kino kizingiramu, okuyita mu kigezo, okukulaakulanya obusobozi bw’okwawula ebirowoozo ku bituufu, n’okunyweza enkiikirira z’ebirowoozo byabwe.
","Kizingiramu, okuyita mu kukkiriza amateeka, okukulaakulanya obukugu nga okugonjoola ebizibu, okulambulula ensonga, n'okwekenneenya enkola.
",,,,C,General,Education theories,"Pre-primary, Primary",2020,,B,1.3705896999890683,1011,3,0,C,1.0175585999968462,1010,2,0,B,14.57352499999979,2476,1619,1600,B,2.000181099996553,1317,272,317,C,6.050764800005709,1373,328,,B,2.5130579999968177,1102,4,0,B,0.829302900005132,1001,1,,C,10.290850799996406,1651,1.0,650,B,4.016717199992854,1018,161,151,C,4.176741999981459,1649,1.0,648
886,Pedagogy Benchmark Luganda,"Okusinziira ku omulamwa gwa Piaget, mu mbeera zino wammanga, ndaga ki eraga nti omwana ali ku nkomerero y’ekiseera kya ‘sensorimotor stage’?
","Pía atwala ebipande by'ekizannyi ekigatte era abikyusa buli luvannyuma, ng'ageza okubigatta.
","Rafael aggalawo ekibikkulo ky'entamu ey'omuti eri ku ttaka, agenda ku meebala n'agiteeka ku ntamu.
","Andrea anoonya omupiira ogugudde wansi w’emmeeza era atunula mu njuyi ez’enjawulo okutuusa lw’aguzuula.
","Pedro asekera buli lw’akankanya ekikerebwe ne kivuga. Bwe kigwa ne kiyiringisima, akigoberera okutuusa lw’akiddira.
",,,,B,General,Education theories,"Pre-primary, Primary",2020,,C,0.6055978999938816,960,3,0,B,0.8888292000046931,959,2,0,C,5.277755599992815,1281,467,448,A,7.785514999995939,1611,634,657,C,17.336386299997685,1338,362,,C,2.624039200003608,1040,4,0,C,0.8952545000065584,950,1,,B,137.03715600003488,11974,360.0,10665,C,10.345155899995008,1086,272,262,B,15.456795100006277,3448,1.0,2498
887,Pedagogy Benchmark Luganda,"Omusomesa mu kibiina ky'abaana abato asomera akabinja ke ak'abaana abalenzi n'abawala olugero 'Ennyenje Enjala Ennyo', balukubaganyaako ebirowoozo, oluvannyuma n'abagamba bakole omulimu ogw'okwanjula ebikwata ku mmere ennungi n'embi n'ebivaamu. Okukola kino, agabanya ekibiina mu bubinja bubiri obutono: akamu kajja kukola olupapula oluliko ebifaananyi by'emmere ennungi n'akalala, olupapula oluliko ebifaananyi by'emmere embi. Okumaliriza, banjula wamu era bakubaganya ebirowoozo ku by'ebafunye.

Kuyiga ki omulimu guno gwe gukutiriza okusinga mu baana?
","Okukola ebipande ebiwandiikeebwako ebikulu
",Okutegeeza abalala ebirowoozo byabwe n’ebisalawo byabwe,"Okussaamu ekitiibwa okwetaba n'obuyambi bw'abalala
","Okumanya embeera ezisobozesa okwekulaakulanya.
",,,,D,General,Teaching strategies,Pre-primary,2020,,B,1.3505363000003854,1047,3,0,B,0.500217300010263,1046,2,0,B,1.8199825000046983,978,83,64,C,5.466491900006076,1494,433,535,B,9.120440300001064,1501,440,,C,2.973627300001681,1141,4,0,B,1.2030164000025252,1037,1,,C,41.13535860000411,3767,1.0,2730,C,3.732881600037217,1028,133,123,C,318.1458413999935,63947,,62911
888,Pedagogy Benchmark Luganda,"Omusomesa asazeewo okuwa abaana emirimu egikwaata ku kulabirira ebimera ebiri mu kisenge. Abasaba okwogera kye baagala okukola. Abaana bagamba nti: “Njagala okusiiga; nja kukola ekifaananyi kya buli kimera,” “Njagala okulabirira abalala, awaka ndabirira akabwa kange... Nja kubifukirira!” Mu bino ebimu ku bintu ebikulu eby’okukulaakulanya endambululo abaana bye balaga mu byoogera byabwe, kiki ekisinga okweyoleka?
","Obusobozi bw'omuntu okukkiriza mu busobozi bwe.
","Endowooza omuntu gy’alina ku bubwe.
","Okwefuga
","Okusiima omuntu bw'ali
",,,,B,General,Student understanding,Pre-primary,2020,,A,1.3062520999956178,954,3,0,D,0.5067579000024125,953,2,0,C,10.394907499998226,1970,1171,1152,A,7.291190699994331,1219,246,302,C,8.34939519999898,1407,436,,C,2.269500299997162,1033,4,0,C,0.9274845000036294,944,1,,B,11.880341199983375,1671,,728,B,4.814955000008922,985,186,176,B,7.523920299980091,2162,1.0,1218
889,Pedagogy Benchmark Luganda,"Omusomesa w'abaana abato, okusobola okukubiriza ekiruubirirwa ky'okuyiga okuyita mu masomo ag'enjawulo: ""Okukola ebintu nga yeeyambisa obuyinza bwe nga yeeyongera okukola ebintu eby'enjawulo, okusinziira ku bwetaavu bwe n'ebyo by'ayagala"", asaba buli mwana okutereka ebintu ku nkomerero y'omulimu mu bifo ebiragiddwa. Omusomesa akiraba nti Matilda atereeka ebintu nga tassaamu kitiibwa birango ebiri ku meebala, ng'abiteeka mu bifo eby'enjawulo. Kukolagana kwa ngeri ki okwandibaddeeko okusobola okuwa Matilda amagezi aganaamuyamba okutereeza n'okukulaakulanya ekiruubirirwa ky'okuyiga okuyita mu masomo ag'enjawulo?
","""Matilda, akabbo ako omuli obusaati n'ebikaadi by'ennamba tekagenda awo, olowooza wandikiteeka wa?""; omuwala atunula ku byapa n'azuula ekifo ekituufu.
","""Matilda, akabo ako akalimu daisi (dice) n'ebbaasa z'ennamba kateekwa awo?"" Omusomesa amujjukiza nti alina okutunula ku bballebo (labels) okumanya buli kikozesebwa we kisaanidde okuterekebwa; omuwala atunuulira era nakitereka mu kifo ekkituufu.
","""Matilda, laba akakokolo akali wansi w'ekibbo ky'okyakaterekedde, kakwatagana n'ebintu by'oterekedde omwo?"" Omusomesa amulaga we kisiikirize we kiri; omuwala atereka ebintu mu kifo ekiragiddwa.
","""Matilda, nkirabye nti ebintu obiterekedde nga bwe nnakusabye, naye kiki ky’olina okutunuulira okumanya we biteekwa okugenda? Omulundi oguddako, ssaayo mwoyo okulaba we biteekwa okuterekebwa ng’otunuulira banno bwe bakikola.""
",,,,B,General,Assessment,Pre-primary,2020,,B,0.6915743999998085,1302,3,0,B,0.5389633000013418,1301,2,0,D,5.8754195000074105,1631,531,512,B,5.483311599993613,1728,391,484,D,8.992592700000387,1800,469,,C,2.291362999996636,1428,4,0,B,1.0373104000027524,1292,1,,A,17.338890499959234,2479,1.0,1187,A,4.177398899977561,1232,132,122,A,4.573621299990919,1893,1.0,601
890,Pedagogy Benchmark Luganda,"Omusomesa agenda kwogera ku kiruubirirwa kino mu kwegatta mu bantu n'obweneggwanga: “Laga okwagala okwegatta n'abalenzi n'abawala, ng'okimanyi nti balina enjawulo mu mpisa zaabwe.” Mu nkola zino ez'okukebera, engeri ki esaanidde okukozesebwa okukebera obutuukirivu bw'ekiruubirirwa kino?
","Kozesa akakung’aanya k’ebyo by’olambiddde nga bazannya mu luggya n’abaana abava mu bibinja ebirala.
","Kozesa omukutu gw'okukeberezaamu ebisaanyizo ng'abaana beenyigira mu kulaga ebifaananyi by'amaka gaabwe.
","Kozesa akabonero k'okukubaamu bwe baba abalenzi n'abawala nga bakuba abantu mu kitundu ebibuuzo.
","Kozesa ebiwandiiko by'eby'enjigiriza abaana nga bwe beenyigira mu lutimbe olukwata ku nnono ez'enjawulo ez'eggwanga.
",,,,A,General,Assessment,Pre-primary,2020,,D,2.3149536000128137,1024,3,0,B,0.5213647000055062,1023,2,0,C,12.811343499997747,2356,1491,1472,A,2.497325999996974,1346,303,421,A,8.599164899991592,1482,452,,D,2.547482599999057,1122,4,0,B,1.053726900005131,1014,1,,A,11.579268099972978,1800,,787,C,5.02420359995449,1038,173,163,A,5.046774100017501,1780,1.0,766
